CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
9158,22,M,4,Graduate,Married,$60K - $80K,Blue,50,3,2,0,17643.804313913,2464,18085.35248861887,0.38180394998118183,7338,50,1.5916900331368518,0.15240068657316708,Existing Customer
9159,56,F,1,Graduate,Married,$40K - $60K,Blue,28,3,6,2,21450.449108078054,374,29461.3481294592,1.1339969068712548,7034,135,1.9795195367131875,0.7681290203128454,Attrited Customer
9160,35,M,0,Post-Graduate,Single,$60K - $80K,Blue,27,3,6,1,28821.557538561578,658,12082.525533788128,3.382384647512295,8867,29,3.237833998044731,0.8235806390984022,Attrited Customer
9161,70,M,1,Uneducated,Single,$120K +,Blue,53,1,4,1,25937.994604012045,51,16173.9216778826,0.5545206397385827,17197,12,2.751295834158377,0.9852744024877682,Attrited Customer
9162,71,F,3,College,Single,$120K +,Blue,51,3,3,5,34675.24858692908,444,4208.057709732026,1.4844530539602911,5351,113,3.784053676710218,0.3367562044237711,Existing Customer
9163,24,M,2,Uneducated,Divorced,$60K - $80K,Blue,54,4,3,3,3662.3812941520105,868,21193.123914900138,3.373131669022734,3940,97,3.3193823340063084,0.8427611935511146,Existing Customer
9164,34,F,0,Graduate,Married,$40K - $60K,Blue,38,6,6,0,19593.75172034065,1111,12535.700524760385,0.8812479070697541,6094,99,1.0599059786783775,0.07030871674303629,Existing Customer
9165,56,F,5,Graduate,Married,Less than $40K,Blue,42,3,0,1,4774.114796349864,361,23071.154422852236,0.6286989623050174,8434,25,2.2130345101395044,0.49986160925076095,Existing Customer
9166,53,F,2,Post-Graduate,Single,Less than $40K,Blue,14,6,2,2,28330.17949745699,2650,3776.12935504808,0.027526716155510833,768,33,1.0584689830768608,0.10953154200826543,Existing Customer
9167,57,M,0,Uneducated,Single,Less than $40K,Blue,15,4,0,4,20553.043799472063,1940,2267.561326423203,3.6719864030378866,2377,138,1.2519622404044797,0.25476912760990644,Existing Customer
9168,62,M,0,Uneducated,Married,$40K - $60K,Blue,31,3,5,4,10315.975661572067,1246,8429.154446350629,3.47995755122898,16051,49,2.9796964775723036,0.17812417361359456,Attrited Customer
9169,21,F,3,College,Married,Less than $40K,Blue,36,5,3,5,15969.304800563663,480,5236.028599399605,0.7542569903789262,1418,83,1.5398458746001231,0.44826711905887096,Existing Customer
9170,55,F,5,Uneducated,Married,Less than $40K,Blue,15,3,6,1,32658.166292189017,2483,24516.21389710317,3.149762913000274,5247,44,1.9164906932024044,0.4238067223707972,Attrited Customer
9171,42,M,1,Graduate,Divorced,Less than $40K,Blue,52,4,2,4,27504.796008761965,1778,22736.07736030732,3.893078747130186,11390,46,2.68319061312777,0.4261365071841352,Existing Customer
9172,22,F,5,Post-Graduate,Divorced,$40K - $60K,Blue,17,4,6,6,19081.288531637358,1446,28997.902996539648,1.2211229963657995,7969,128,1.6541700662986991,0.22036023329907983,Attrited Customer
9173,47,M,3,Post-Graduate,Married,Less than $40K,Blue,44,6,2,3,28236.193903229672,2258,1999.5104225401506,2.673129709518729,11261,98,1.7391651431727064,0.8242229153783587,Existing Customer
9174,29,M,3,High School,Divorced,$60K - $80K,Blue,43,4,2,4,2040.5339485258596,156,8623.11504918602,0.8216033102661395,9538,109,1.3867212147933796,0.16131830267792657,Existing Customer
9175,21,M,3,Graduate,Married,$40K - $60K,Blue,24,3,5,4,31499.793195500195,2953,29114.240077747643,2.349075046502936,4720,73,1.8154374682285526,0.7650939811140841,Existing Customer
9176,41,F,2,Post-Graduate,Married,$60K - $80K,Blue,55,1,4,4,26567.353776841155,2448,3197.994218526331,1.3101273455094358,8277,131,3.1547666604594142,0.9024646609600392,Attrited Customer
9177,46,F,5,Graduate,Single,$80K - $120K,Blue,48,4,4,2,28081.66183263095,1440,14694.60059613761,2.4639441356784433,9626,112,2.378523639319594,0.3473110137724488,Existing Customer
9178,26,M,5,Post-Graduate,Married,Less than $40K,Blue,48,6,6,3,19237.11751950494,1066,19675.16024146766,2.672034595690216,15353,23,0.267448068328461,0.6841885251450655,Attrited Customer
9179,21,F,0,Graduate,Married,$120K +,Blue,43,1,3,3,24627.582767746062,2515,6825.715661448807,2.871850943069514,15182,118,0.40344825135641127,0.7648233255120707,Existing Customer
9180,68,F,4,College,Divorced,$60K - $80K,Blue,45,3,5,4,22824.617337082444,2436,23284.83876740113,3.6127084151200095,15381,112,0.052423938118113966,0.3599107632419931,Attrited Customer
9181,41,M,1,Graduate,Single,Less than $40K,Blue,19,6,2,1,28646.121218087497,1638,25566.301320579572,0.4384935528790481,6049,11,0.8120199497438234,0.46298121104009404,Existing Customer
9182,31,M,3,High School,Divorced,$40K - $60K,Blue,38,1,6,5,24956.319006085327,2349,11930.92818024609,1.1014716330883147,5420,88,0.8936358838337761,0.01733747213868675,Attrited Customer
9183,22,F,5,Graduate,Married,$80K - $120K,Blue,38,1,2,6,18094.443000752148,2431,21124.95408206892,0.6801709443052291,666,90,0.2878238874189263,0.21170829280264103,Existing Customer
9184,35,M,5,Graduate,Married,$60K - $80K,Blue,32,4,2,5,3892.1524363507547,1408,15922.091493059297,1.7447707785247402,8709,48,2.758945682517214,0.5255103339807335,Existing Customer
9185,59,F,0,Graduate,Married,$40K - $60K,Blue,46,6,4,2,34797.93323407799,739,20405.808753024732,1.725221568452544,16776,74,2.7979692219596273,0.23676896649981938,Attrited Customer
9186,36,M,1,Graduate,Divorced,$80K - $120K,Blue,45,3,3,1,12974.663810297701,1187,13497.405159684655,1.3396615432224812,7411,130,2.115698025546021,0.25795791004224755,Existing Customer
9187,29,M,4,Post-Graduate,Married,$60K - $80K,Blue,31,4,2,0,26854.455710059283,317,1017.4468312631379,3.9505864810041884,3408,135,2.5822230899880396,0.35862257370834427,Existing Customer
9188,35,F,4,Graduate,Married,$60K - $80K,Blue,29,5,6,2,21778.91739754296,276,9731.646208369273,3.0437907819985224,10583,29,3.5653175350057564,0.6472875596505812,Attrited Customer
9189,34,F,3,Uneducated,Married,$80K - $120K,Silver,55,2,2,5,34244.14487740965,916,8845.3424695388,0.367323465903743,15798,13,0.9321865163686716,0.5328421133558832,Existing Customer
9190,47,F,4,Post-Graduate,Single,$60K - $80K,Blue,49,1,6,4,33770.4849168083,526,27725.990891972415,1.6086208960766544,18478,135,1.8129843903086083,0.12499644625902107,Attrited Customer
9191,41,F,4,Post-Graduate,Married,$40K - $60K,Blue,18,3,1,2,15773.678787684516,1073,13152.77918232831,3.4439997262417643,17545,45,1.6399852309723006,0.47245353549922,Existing Customer
9192,28,F,1,Graduate,Married,$60K - $80K,Blue,34,1,5,2,29975.013952615092,2612,27104.4130960778,0.6665020203600958,1393,17,3.289176047701449,0.14722062362778654,Attrited Customer
9193,52,M,1,Uneducated,Married,$80K - $120K,Platinum,50,3,0,1,5092.865816548642,2245,170.02879009045958,1.856883750032567,8181,119,1.229299275531487,0.4309368519965687,Existing Customer
9194,40,M,3,Graduate,Married,Less than $40K,Blue,29,4,5,5,8188.552893337347,2192,18967.663477364244,3.093095085707416,7691,76,1.4963114070120658,0.8969117110587241,Existing Customer
9195,34,F,5,Doctorate,Married,Less than $40K,Blue,32,2,5,0,20493.190432420055,2883,13699.858896894662,0.34361555436046887,6706,137,0.7671533836784805,0.5084166134363489,Existing Customer
9196,18,M,0,Doctorate,Married,Less than $40K,Blue,54,2,5,2,8208.295600689442,1400,1340.0061248127458,3.2697125623627703,12631,38,0.12643019938379707,0.999869052560262,Attrited Customer
9197,32,F,3,Graduate,Divorced,Less than $40K,Blue,54,2,4,0,5043.082630235742,2857,14032.732677872758,0.4426802071355267,15975,89,3.5645106659494727,0.38268534395972365,Existing Customer
9198,49,M,2,High School,Married,Less than $40K,Blue,53,2,1,0,7898.295616540127,1517,11514.911466122909,1.8537639588982504,7633,51,3.2269462130951485,0.1711132252198626,Existing Customer
9199,26,M,4,High School,Married,$80K - $120K,Blue,38,1,3,1,12301.098036164623,57,6396.126369077937,3.8278530507445323,16344,126,3.1909111857658674,0.8648711265474147,Existing Customer
9200,32,F,0,Graduate,Married,$80K - $120K,Blue,40,3,0,5,34406.55492748798,1317,2363.7449902240405,2.0364793557115712,17706,18,1.0482889395814214,0.18747324762136908,Existing Customer
9201,45,F,5,Uneducated,Divorced,Less than $40K,Blue,20,5,3,5,3989.4193146969046,2239,23710.343617516322,3.60366431266093,14709,35,0.5429814969326432,0.5592827983538292,Attrited Customer
9202,41,F,5,Post-Graduate,Married,$60K - $80K,Silver,55,3,4,1,3904.411000822313,685,18253.033479955582,3.6730333091122125,3545,106,2.4027086462848155,0.41788245876018737,Attrited Customer
9203,52,M,1,Graduate,Single,$60K - $80K,Blue,19,1,5,6,2490.6562975915303,2366,17721.719173000405,1.71708331008019,8999,38,1.8907736233106531,0.9451158560447216,Attrited Customer
9204,39,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,19,6,3,4,9136.280593767944,555,27173.41539832225,3.7369357150012155,13928,47,0.9807283286542057,0.9199425511249644,Existing Customer
9205,44,F,5,College,Married,Less than $40K,Blue,41,4,6,6,4799.813669993144,10,368.89939280687287,0.35862263690197116,12180,60,3.10391967027959,0.6536483247040561,Attrited Customer
9206,36,F,2,Post-Graduate,Married,$40K - $60K,Blue,15,5,2,4,2500.7408345720987,1943,16243.916146187363,1.3858546353182861,6070,28,0.5882776396871674,0.8649509210530247,Existing Customer
9207,62,F,4,High School,Single,$60K - $80K,Blue,28,5,2,2,16133.182530838787,1628,28582.413194736226,3.5380388687741253,1118,24,3.288941850912082,0.22592423763820002,Existing Customer
9208,29,F,1,Uneducated,Single,$40K - $60K,Blue,25,6,5,4,28356.907989969794,2430,13501.781738976977,2.125766284135078,17563,130,3.75036198079252,0.472493497595472,Attrited Customer
9209,37,F,0,Graduate,Single,$40K - $60K,Blue,30,5,3,6,4385.719076745932,2525,14163.73905307912,2.8644549099147816,5742,80,2.970714334250699,0.9636218924544758,Existing Customer
9210,18,M,1,Doctorate,Single,Less than $40K,Blue,56,1,3,5,4599.191923674449,13,2087.893120751865,0.17062996017871912,9730,21,2.6892817506606566,0.3776908733087968,Existing Customer
9211,38,M,4,Graduate,Married,$80K - $120K,Blue,25,2,3,1,28588.379257350716,1237,21121.14948745552,2.660817350878171,15466,28,1.4033311024333024,0.6396019325486542,Existing Customer
9212,66,M,5,Graduate,Single,$60K - $80K,Blue,43,6,3,4,12136.64054036717,1367,22857.78311781041,3.39945171889541,7756,54,0.6759043293455744,0.26056646936615246,Existing Customer
9213,62,M,2,Uneducated,Married,$40K - $60K,Blue,15,2,2,4,18007.725973169578,2112,4171.495340871131,2.718899512932831,17586,71,0.8858688497755232,0.5722860417367033,Attrited Customer
9214,18,F,4,Graduate,Single,$80K - $120K,Blue,42,2,5,4,27551.366792298995,1234,19146.894504333715,3.812447768868399,4762,69,1.3953685969067129,0.42903197697598583,Attrited Customer
9215,27,F,5,Post-Graduate,Single,$40K - $60K,Blue,15,3,1,5,14899.662316966494,1887,11204.281738132302,2.7773977119237494,15259,93,1.8278591914326596,0.05347106326793438,Existing Customer
9216,64,M,3,High School,Married,$60K - $80K,Platinum,38,2,1,0,1673.267141943085,1284,16943.24865920487,1.2637859555828492,9234,139,3.6356073869399017,0.7203578775052862,Existing Customer
9217,49,M,2,Uneducated,Married,$40K - $60K,Blue,14,5,3,4,15149.411889868203,2886,20245.943080211106,1.0171339258152896,18820,49,1.7344232366849774,0.20160488441131819,Attrited Customer
9218,56,M,4,High School,Married,$40K - $60K,Blue,51,2,3,1,31140.472173509686,1384,3022.835886727455,2.5177293884824024,13901,135,3.6367231867004497,0.609528088145315,Existing Customer
9219,39,F,0,Graduate,Married,$80K - $120K,Blue,46,6,0,6,5164.0915558456145,2430,9028.0889761652,0.383567203046296,2411,119,0.9653090222714442,0.6296610201590768,Existing Customer
9220,35,F,0,Post-Graduate,Divorced,$60K - $80K,Blue,50,6,3,0,23990.869514980048,2487,25273.729634176045,1.5396813636187474,5529,86,3.2539611565710844,0.7387701610968692,Existing Customer
9221,65,F,5,High School,Single,$40K - $60K,Blue,25,5,1,4,17906.838516276443,67,5084.113012243153,1.7409410044968618,13219,112,2.5479481186029247,0.4844084190552791,Existing Customer
9222,63,M,5,Graduate,Single,Less than $40K,Silver,23,5,4,4,19086.25126428981,324,19505.16678403539,2.4073145626364054,1746,46,0.7874959264107262,0.825609602005672,Attrited Customer
9223,49,M,0,Post-Graduate,Married,$40K - $60K,Gold,49,3,4,1,29221.775085894493,1116,25095.375934609685,0.931609960160118,18946,127,0.508506624771587,0.39538767840760536,Existing Customer
9224,44,M,3,Post-Graduate,Married,$60K - $80K,Blue,19,6,3,2,27719.029265237168,1317,18746.236059747494,3.7103902895127505,7994,51,0.015574537405565358,0.3777285056162949,Existing Customer
9225,45,M,1,High School,Married,Less than $40K,Blue,55,2,5,1,34488.55215121256,1327,23556.57040419922,3.768443819470314,4925,52,1.3564103956961886,0.4427689342806431,Existing Customer
9226,35,M,0,Uneducated,Married,$60K - $80K,Blue,39,4,3,3,6718.483359203157,1053,14669.922923681592,2.3898301695256916,14072,104,0.9989002849391553,0.8751233567289973,Existing Customer
9227,56,F,5,High School,Single,$80K - $120K,Blue,19,2,4,1,9626.831759974193,1893,26479.07275347783,2.688494747208629,8616,84,3.7801824032984293,0.7294246249714023,Attrited Customer
9228,66,F,5,Graduate,Divorced,Less than $40K,Blue,20,4,0,2,26386.14587018371,2674,20316.833992159536,1.2286334813159416,9379,67,2.9739712119121515,0.6234921941034014,Existing Customer
9229,46,F,3,Graduate,Married,$80K - $120K,Blue,48,6,1,1,29533.15566817791,405,10252.130868625785,1.0262173497769207,11538,133,0.3418206270434063,0.703180837482422,Existing Customer
9230,35,F,0,High School,Single,Less than $40K,Blue,54,3,5,0,28948.087111795052,1705,15595.75810009414,1.0784802950289367,10550,31,2.8863535696828135,0.7614908179816199,Attrited Customer
9231,61,F,3,College,Married,$60K - $80K,Blue,41,1,6,0,16523.607041075527,1392,19408.49425064995,1.6250579976876671,6302,14,1.052213847656911,0.6338874695343084,Attrited Customer
9232,25,M,0,High School,Married,$60K - $80K,Blue,33,3,3,1,4671.730842404964,1492,23629.304990759916,3.716450277683502,14734,44,3.1799684283956426,0.4659025972617301,Existing Customer
9233,71,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,3,3,6,13473.037992785186,1010,5056.358599806842,1.234411736504255,13554,123,1.8223033089145462,0.2259369135318018,Attrited Customer
9234,48,M,4,Post-Graduate,Single,Less than $40K,Blue,32,4,0,0,10534.78767841481,2822,29711.40341582013,1.1532609030018879,1040,52,0.8679429851836762,0.9240948103366827,Existing Customer
9235,51,F,0,College,Married,$80K - $120K,Blue,41,3,1,2,18366.990473960846,1655,4516.24388976437,1.3034433095449645,5793,110,3.3592071462457893,0.7208830050459423,Existing Customer
9236,24,M,4,Graduate,Married,Less than $40K,Blue,27,5,3,3,6591.986021772263,789,16305.803772112304,0.9382124849629943,3795,136,3.842337731011685,0.24337000851238688,Existing Customer
9237,53,M,0,Doctorate,Single,$60K - $80K,Blue,35,3,5,3,22729.256246992078,2389,521.1177247314391,2.9116211146577515,12133,51,1.9553378600043825,0.8850637123999244,Attrited Customer
9238,35,M,1,College,Single,$40K - $60K,Blue,27,6,1,2,33822.858817902685,670,13211.636555914256,1.613285234993235,17487,83,1.6377226494684245,0.7318359772310089,Existing Customer
9239,55,M,5,High School,Married,$40K - $60K,Blue,22,3,1,4,26002.37652253544,442,80.1495349026049,1.8721819767125676,10313,101,2.594019037629524,0.6087809220677751,Existing Customer
9240,26,M,4,Graduate,Single,$40K - $60K,Blue,14,4,5,4,34462.11724747427,1666,2106.9532045465953,2.861105316000054,4427,98,0.975935837086078,0.4240071340713264,Existing Customer
9241,26,M,3,High School,Single,$40K - $60K,Blue,42,6,4,3,25195.035236189542,229,16441.26798696975,2.601402268378809,3168,22,3.745935671353712,0.48012060543401447,Attrited Customer
9242,63,F,0,Uneducated,Married,Less than $40K,Blue,49,3,3,0,26213.030900778263,88,13692.763924762432,1.6180187549277303,9101,101,2.5681057105937892,0.48156730580098295,Existing Customer
9243,25,M,5,Uneducated,Single,$60K - $80K,Blue,39,3,4,0,19082.689976815618,1321,1899.4562623695633,0.0927071688815273,2490,68,2.9462437616242876,0.5844795822292769,Attrited Customer
9244,68,M,0,Graduate,Married,Less than $40K,Blue,29,6,1,4,33232.73932206661,859,27937.150851496623,3.570395783262288,672,116,3.1450520930646033,0.3543934746775447,Existing Customer
9245,52,F,3,Post-Graduate,Single,Less than $40K,Silver,15,6,3,3,13225.981137153787,2832,10507.509025666883,0.4576488138585164,15387,10,3.2012486287910114,0.42757764987068003,Existing Customer
9246,35,M,1,High School,Divorced,$40K - $60K,Blue,20,6,2,1,26981.061827754587,455,22284.61520150411,3.370410623862599,2634,53,2.9887047164816387,0.3475854392664999,Existing Customer
9247,22,F,2,Post-Graduate,Married,$40K - $60K,Blue,55,2,2,5,1054.2695222912125,1795,28876.503368150163,2.995101855465174,1129,14,1.129314002104599,0.9724623444988494,Existing Customer
9248,31,F,0,High School,Married,$40K - $60K,Blue,49,6,0,1,28511.067174064705,1875,27268.066785993902,3.336679577703509,18817,118,2.648020202616245,0.47681771077576995,Attrited Customer
9249,45,M,3,Post-Graduate,Married,$60K - $80K,Blue,16,5,5,0,11004.311839059912,2298,20477.135834216406,3.576566617980395,3506,103,2.431902828587713,0.7463663390324206,Existing Customer
9250,47,M,2,High School,Married,$40K - $60K,Blue,36,5,4,2,3854.89631820903,407,544.8007262108167,0.1850297391048148,11380,109,3.6690177474981964,0.42957635433037533,Attrited Customer
9251,21,F,0,Graduate,Married,$40K - $60K,Blue,41,5,5,5,25602.698624155,2344,19230.292467550637,1.751020562114141,5134,55,2.9770304168058286,0.8465070860331884,Existing Customer
9252,56,M,4,Post-Graduate,Single,$60K - $80K,Blue,20,3,1,6,18754.99153361481,2999,2505.4198503956436,0.23114011062521778,4718,34,2.237777826633981,0.3183495541242357,Existing Customer
9253,37,F,5,Graduate,Married,$120K +,Blue,46,5,2,4,10738.153614315648,2160,12815.231788407795,1.2689135027543679,10678,67,3.6911309093804996,0.2902827142526663,Existing Customer
9254,42,M,5,Graduate,Married,$40K - $60K,Blue,21,2,3,0,26639.71239331189,1947,27419.449356332858,0.5630422728519444,4440,109,3.4484748534450698,0.041919604923292275,Existing Customer
9255,45,F,3,College,Single,$60K - $80K,Blue,29,1,5,5,15476.540062381533,1569,3580.2187433661993,2.314089659831716,13019,39,1.1736306477679292,0.468093971414723,Attrited Customer
9256,29,M,4,High School,Single,Less than $40K,Blue,22,1,5,2,23105.39418766487,2375,21156.004478239578,2.463589651466747,1665,39,3.6970769006695705,0.7535798414375876,Existing Customer
9257,19,M,1,Post-Graduate,Married,$60K - $80K,Blue,36,2,1,2,34931.43316959905,1636,8508.991016845312,2.274467147154348,11365,51,1.8564635043988758,0.2560550020418021,Existing Customer
9258,60,F,2,High School,Single,$60K - $80K,Blue,34,1,5,6,1135.7256759564725,1647,4849.788441387331,0.8941723008972535,3096,117,1.0991582939827316,0.3457809482990858,Attrited Customer
9259,31,F,3,High School,Divorced,$60K - $80K,Blue,29,1,0,6,29830.470170161803,2926,7207.387173652741,0.980112685696473,16284,104,0.67711073868576,0.19033921302356838,Existing Customer
9260,39,F,0,High School,Married,$80K - $120K,Blue,43,4,1,6,19996.5977310664,2819,12182.109510796288,1.2315631001725578,9353,75,2.738688096177073,0.10562427372193561,Existing Customer
9261,48,F,5,College,Married,Less than $40K,Blue,56,3,6,4,13655.889708230186,1919,24161.669455356117,0.62298201192975,6771,19,2.5768301374878684,0.8806393701118743,Attrited Customer
9262,40,M,0,High School,Single,$40K - $60K,Blue,21,4,0,2,33344.658858582305,1261,15454.632245196268,1.7298789890202673,5375,126,2.3946759766111216,0.5689977265167392,Existing Customer
9263,65,F,2,Doctorate,Single,Less than $40K,Blue,27,4,6,6,32926.48360844239,2543,10505.051401237824,2.817787570213551,8405,45,3.3019442682604887,0.8758606372527515,Attrited Customer
9264,37,F,4,College,Married,$60K - $80K,Blue,54,2,1,2,3058.4848871485615,1445,5279.99102435214,3.2144615640039107,6573,98,3.9301318033426678,0.021993081034427764,Existing Customer
9265,55,M,4,Graduate,Married,$80K - $120K,Blue,42,1,3,5,24668.14815630701,369,7613.645752893512,0.09228824709965222,14831,14,0.5291370384361618,0.008438079121184328,Existing Customer
9266,72,M,3,Uneducated,Single,$40K - $60K,Blue,29,2,6,4,21502.42647114672,2116,28371.377692852962,0.1812328279795552,5859,99,3.306284653470154,0.5665402166052231,Attrited Customer
9267,21,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,19,5,4,5,24043.99185321886,2424,6644.5738602810625,2.4959769862813626,8453,118,2.876667859770974,0.5115474377906973,Attrited Customer
9268,32,M,4,Graduate,Single,$60K - $80K,Blue,38,4,2,3,33246.29862247337,2211,9778.887559391465,1.8309557381299317,14768,46,1.8453144603897766,0.33433867192916966,Existing Customer
9269,41,F,3,High School,Divorced,Less than $40K,Blue,14,1,1,5,34674.88257387061,554,14645.302263292933,1.3761250577134847,5132,59,1.3826646502244828,0.38744493641292554,Existing Customer
9270,42,M,4,Graduate,Single,$40K - $60K,Blue,41,3,1,1,9337.932157947682,1029,13559.64811334568,3.1202995218910132,13262,128,2.493075941953038,0.026631437848318895,Existing Customer
9271,18,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,18,4,3,3,10988.502378162762,2167,9180.450169143747,1.9650975170912863,17816,117,2.8914582841366734,0.7745409137393168,Existing Customer
9272,24,M,3,Post-Graduate,Single,$40K - $60K,Blue,45,1,3,1,25983.663594197285,621,481.3967948972397,2.353379605284316,16959,30,1.9847002692032265,0.4133352646872316,Existing Customer
9273,48,F,4,Graduate,Divorced,$40K - $60K,Blue,50,5,2,1,24877.83514143714,368,24724.888559228442,1.3449508904949647,4873,51,1.015517385593291,0.7308406888333061,Existing Customer
9274,29,F,3,High School,Married,Less than $40K,Blue,13,2,1,4,5955.832639613276,1836,2306.9871646342253,1.188886297403767,8894,75,2.8817599783334713,0.9372540551225839,Existing Customer
9275,59,M,0,College,Single,$40K - $60K,Platinum,22,1,3,3,33241.26140979077,2777,23698.10668693815,3.7948615377793855,15101,85,0.5123453343417279,0.008925228459530254,Existing Customer
9276,22,M,5,High School,Married,$80K - $120K,Blue,43,1,4,6,28401.83232933197,601,9214.796684532392,2.7950118507733124,16793,137,0.7736426971992101,0.7378559736198039,Attrited Customer
9277,61,F,0,Post-Graduate,Married,Less than $40K,Blue,36,4,0,5,12268.820639520956,762,27337.77250363844,1.3215660990523332,18227,103,2.398128948253325,0.8799312337716151,Existing Customer
9278,67,F,1,High School,Single,$60K - $80K,Blue,20,1,0,4,20735.26752833156,1452,14914.348564781958,3.9959877611297903,7493,132,1.8044680787899203,0.8590429396903112,Existing Customer
9279,59,M,4,Post-Graduate,Married,$60K - $80K,Blue,40,5,3,5,25611.74316197802,2033,348.5528447918973,0.21596242592006254,1772,139,2.4324122728644055,0.9177340623333351,Existing Customer
9280,55,M,1,College,Married,$80K - $120K,Blue,40,3,2,3,31003.31069790348,1147,15540.17507143319,1.719273145882255,6375,10,3.234633260706726,0.17485085700792624,Existing Customer
9281,29,M,4,Graduate,Divorced,$60K - $80K,Blue,56,5,6,2,34635.48308959538,1417,27288.165688816025,3.9244082543343413,9311,28,3.180520730780852,0.09087505583401034,Attrited Customer
9282,56,M,5,High School,Single,$60K - $80K,Blue,20,1,3,5,25033.623233368486,2950,1183.3144778294668,3.5990582742889417,4394,59,2.327329828055178,0.005608496899840776,Existing Customer
9283,35,M,3,Graduate,Divorced,$60K - $80K,Silver,41,3,3,0,20900.13592326097,783,13738.429865875562,1.8144947793363873,9731,55,3.459699672492793,0.5656673142942024,Existing Customer
9284,19,M,4,Graduate,Divorced,$40K - $60K,Gold,31,5,0,3,33529.49705036001,2317,20987.362815096585,2.8557252963868813,10892,117,1.3086123210403953,0.826031631032523,Existing Customer
9285,27,M,0,Graduate,Married,$60K - $80K,Blue,41,3,3,3,18541.559910994274,2841,1984.5227933383514,1.4810424977665781,15146,15,2.102927954477136,0.7177546654553714,Existing Customer
9286,32,M,3,Post-Graduate,Married,$40K - $60K,Blue,27,6,2,6,8750.847010769266,1193,7007.512038591305,1.9172542428013397,7606,106,2.5807461394910765,0.7565400817492156,Existing Customer
9287,47,M,5,Graduate,Married,$40K - $60K,Blue,43,4,0,2,4211.062231584216,576,1036.0058991205178,2.582964157700331,15029,85,1.780124764075171,0.2784694685919553,Existing Customer
9288,61,F,0,Graduate,Single,Less than $40K,Blue,17,1,5,6,6393.408287140409,1150,16706.58685150993,1.4956420127444976,16033,42,3.679233655158571,0.899537145482492,Attrited Customer
9289,34,M,3,Post-Graduate,Single,$40K - $60K,Platinum,40,3,6,2,21128.12735003774,1509,24444.049889788224,3.099822122544485,7806,62,3.9276198916473484,0.8491906776443138,Attrited Customer
9290,21,M,4,Uneducated,Married,$40K - $60K,Blue,27,2,0,6,23859.74997769986,1854,10696.534742113534,1.3914977511158821,6582,127,0.021875328045146247,0.07816173457092024,Existing Customer
9291,24,F,4,Graduate,Married,$60K - $80K,Blue,20,4,0,1,27314.55048193595,500,3343.6853797972344,0.8221221541935724,1695,119,3.2505491762211394,0.8525311108709472,Existing Customer
9292,58,F,0,Post-Graduate,Married,$80K - $120K,Blue,48,1,4,0,11291.140428466315,214,15774.662261085603,1.0165706597008413,10169,82,3.988501742427021,0.823774172695775,Attrited Customer
9293,48,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,6,0,13596.659448950491,1153,25992.966550852514,3.614924421436384,9026,19,3.4687377583359638,0.4907913405985578,Attrited Customer
9294,68,F,4,Uneducated,Married,Less than $40K,Blue,51,2,1,0,28090.52157865905,601,17654.354343152194,3.0174594227222036,15447,80,3.5380207840332467,0.6917254967098159,Existing Customer
9295,72,F,2,Graduate,Divorced,$120K +,Blue,51,1,3,5,5953.903993249049,61,6536.508187193839,3.5951918515355503,2308,131,3.509266601352592,0.18802376390305464,Existing Customer
9296,56,F,3,High School,Married,$60K - $80K,Blue,34,4,6,3,30268.583125100286,1581,6518.731421799082,3.7208572763350674,18971,118,0.31918052917436546,0.8461121278750777,Existing Customer
9297,72,M,2,Post-Graduate,Married,$80K - $120K,Blue,17,4,4,3,10605.399571258346,107,10248.203047600524,0.047588737161196715,1086,95,0.6853900362639092,0.8202578097937153,Existing Customer
9298,51,F,0,Post-Graduate,Married,Less than $40K,Silver,22,3,3,4,16642.253390225265,2637,2518.061771346787,0.7706306334377446,13537,116,1.3714612878021564,0.8951905912205057,Existing Customer
9299,23,F,1,Post-Graduate,Single,$80K - $120K,Blue,43,3,2,1,8719.460719761659,2602,16255.898584679744,1.5665034890711342,18628,28,0.8361519126510837,0.02317056407915008,Existing Customer
9300,67,F,1,High School,Married,$80K - $120K,Blue,49,4,5,2,5925.624471130131,384,29161.784342744002,0.8359637053035804,1588,97,2.145134726929132,0.8416943120208839,Existing Customer
9301,55,M,0,Uneducated,Married,Less than $40K,Blue,35,3,1,2,26688.580320437337,83,24108.1592414203,0.21812449342256546,16751,32,1.0443232452429716,0.10631985391653687,Existing Customer
9302,62,F,1,Post-Graduate,Single,Less than $40K,Blue,44,1,3,2,27990.572568225285,2066,16397.81602458166,3.7134064851483455,17818,97,0.6482076453433367,0.22917267932136343,Existing Customer
